what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1509095024448
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1509095026055
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1509095027505
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095028585
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095032831
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095052488
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095055458
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1509095055470
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095078489
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095091869
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095094552
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095096514
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095120721
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1509095258092
